# lane_c_context_runs.tsv - Lane C per-slot evidence file (201 context-run binds)
# REVIEWER-APPROVED 2026-07-30 (docs/tickets/LANE_C_adjudication.md pile 1).
# Generated from the FROZEN census minus the 9 audit exclusions; 6 demoted keys
# hard-excluded in the generator. Consumed by build_entity_binding.py as
# kind='witness', rule='context-run'; gated by gate_pn_rulings.py.
jesus	Mat	8	5	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Mat	8	7	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Mat	8	29	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Mat	9	12	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Mat	13	36	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Mat	13	51	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Mat	14	14	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Mat	14	22	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Mat	14	25	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Mat	15	30	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Mat	17	11	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Mat	17	20	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Mat	22	37	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Mar	1	41	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Mar	5	13	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Mar	5	19	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Mar	11	11	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Mar	11	14	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Luk	10	41	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Luk	13	2	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Luk	22	63	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Luk	23	43	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Joh	4	46	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Joh	6	14	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Joh	8	21	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Act	3	26	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Act	5	41	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Act	8	37	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Act	9	29	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Act	19	10	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Rom	16	24	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	1Co	5	5	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	1Co	16	22	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Gal	6	15	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Eph	3	9	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Eph	3	14	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	2Ti	4	22	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
jesus	Rev	14	4	Jesus@Isa.7.14-Rev	context-run	NT narrative/epistles; one Jesus-of-Nazareth candidate active per chapter (every-slot audit)
judah	2Sa	1	12	Judah@Gen.29.35-Rev	context-run	tribe/kingdom uses; TIPNR files tribe+kingdom under the patriarch's merged record (every-slot audit)
judah	2Sa	24	2	Judah@Gen.29.35-Rev	context-run	tribe/kingdom uses; TIPNR files tribe+kingdom under the patriarch's merged record (every-slot audit)
judah	1Ki	4	19	Judah@Gen.29.35-Rev	context-run	tribe/kingdom uses; TIPNR files tribe+kingdom under the patriarch's merged record (every-slot audit)
judah	1Ki	22	5	Judah@Gen.29.35-Rev	context-run	tribe/kingdom uses; TIPNR files tribe+kingdom under the patriarch's merged record (every-slot audit)
judah	1Ki	22	18	Judah@Gen.29.35-Rev	context-run	tribe/kingdom uses; TIPNR files tribe+kingdom under the patriarch's merged record (every-slot audit)
judah	1Ki	22	30	Judah@Gen.29.35-Rev	context-run	tribe/kingdom uses; TIPNR files tribe+kingdom under the patriarch's merged record (every-slot audit)
judah	1Ki	22	32	Judah@Gen.29.35-Rev	context-run	tribe/kingdom uses; TIPNR files tribe+kingdom under the patriarch's merged record (every-slot audit)
judah	2Ki	3	12	Judah@Gen.29.35-Rev	context-run	tribe/kingdom uses; TIPNR files tribe+kingdom under the patriarch's merged record (every-slot audit)
judah	2Ch	14	1	Judah@Gen.29.35-Rev	context-run	tribe/kingdom uses; TIPNR files tribe+kingdom under the patriarch's merged record (every-slot audit)
judah	2Ch	19	3	Judah@Gen.29.35-Rev	context-run	tribe/kingdom uses; TIPNR files tribe+kingdom under the patriarch's merged record (every-slot audit)
